model,metric,group_1,group_2,n,mean_difference,cohen_dz,p_raw,p_wilcoxon,p_holm
efficientnet_b0,macro_f1,Derm-T2IM,flow,5,-0.03746492896859253,-1.695284434001628,0.01925607466965297,0.0625,0.5006579414109772
efficientnet_b0,macro_f1,DreamBooth,LesionGen,5,0.02421713939911363,0.6940640454779413,0.1956181366847807,0.3125,1.0
efficientnet_b0,macro_f1,DreamBooth,Siamese,5,-0.02603831580148086,-2.1005133076089826,0.009329899036299006,0.0625,0.26123717301637217
efficientnet_b0,macro_f1,DreamBooth,T2I-Adapter,5,-0.0041270280706177335,-0.14983782693279138,0.7544229867726193,1.0,1.0
efficientnet_b0,macro_f1,DreamBooth,baseline,5,0.07800818286592306,5.117940386997935,0.00033269051580414876,0.0625,0.01330762063216595
efficientnet_b0,macro_f1,DreamBooth,flow,5,-0.0839652234009181,-3.069265457453184,0.0023603437568878423,0.0625,0.08497237524796232
efficientnet_b0,macro_f1,LesionGen,Siamese,5,-0.05025545520059449,-1.1800025959056808,0.05766680207715731,0.0625,1.0
efficientnet_b0,macro_f1,LesionGen,T2I-Adapter,5,-0.02834416746973136,-0.7838846638600508,0.15450663080637753,0.1875,1.0
efficientnet_b0,macro_f1,LesionGen,baseline,5,0.05379104346680943,1.1525721201832646,0.061507090872474086,0.125,1.0
efficientnet_b0,macro_f1,LesionGen,flow,5,-0.10818236280003173,-2.6500608032685333,0.004063733920873617,0.0625,0.13410321938882935
efficientnet_b0,macro_f1,Siamese,T2I-Adapter,5,0.02191128773086313,0.8105395815182949,0.14414092467309483,0.125,1.0
efficientnet_b0,macro_f1,Siamese,baseline,5,0.10404649866740392,7.079332060685662,9.306264837880365e-05,0.0625,0.0040947565286673605
efficientnet_b0,macro_f1,Siamese,flow,5,-0.057926907599437236,-2.4479241368045246,0.005420961146452379,0.0625,0.157207873247119
efficientnet_b0,macro_f1,T2I-Adapter,baseline,5,0.08213521093654079,2.614105416893358,0.004271687651728208,0.0625,0.13669400485530267
efficientnet_b0,macro_f1,T2I-Adapter,flow,5,-0.07983819533030037,-5.761494363026481,0.00020932675168997802,0.0625,0.008791723570979078
efficientnet_b0,macro_f1,baseline,flow,5,-0.16197340626684115,-6.287362623324348,0.00014853511557361146,0.0625,0.006387009969665292
efficientnet_b0,macro_precision,ArSDM,Controlnet,5,0.0175566706160863,0.46742254567130875,0.35493595401714745,0.3125,1.0
efficientnet_b0,macro_precision,ArSDM,DFMGAN,5,0.041464590977196035,0.9412056853131966,0.10311659748779013,0.1875,1.0
efficientnet_b0,macro_precision,ArSDM,Derm-T2IM,5,-0.004770080358315698,-0.10850358388466504,0.8202315644528732,1.0,1.0
efficientnet_b0,macro_precision,ArSDM,DreamBooth,5,0.049645593074164454,1.4614111142573174,0.030852626211582666,0.0625,0.8021682815011493
efficientnet_b0,macro_precision,ArSDM,LesionGen,5,0.07961805665736202,2.4228962853372327,0.005625371733562926,0.0625,0.2137641258753912
efficientnet_b0,macro_precision,ArSDM,Siamese,5,0.037730815650070325,1.1425045677870727,0.06298956594686343,0.125,1.0
efficientnet_b0,macro_precision,ArSDM,T2I-Adapter,5,0.053632200551455234,3.311626712639696,0.0017742180282161147,0.0625,0.07629137521329293
efficientnet_b0,macro_precision,ArSDM,baseline,5,0.11384157463779312,2.019523680574844,0.010692623287027943,0.0625,0.3421639451848942
efficientnet_b0,macro_precision,ArSDM,flow,5,-0.037080931609035764,-1.066025498826205,0.07568368376826172,0.0625,1.0
efficientnet_b0,macro_precision,Controlnet,DFMGAN,5,0.023907920361109735,0.4551264421049566,0.3663716755790729,0.4375,1.0
efficientnet_b0,macro_precision,Controlnet,Derm-T2IM,5,-0.022326750974402,-0.8492341500846355,0.13039740405607256,0.3125,1.0
efficientnet_b0,macro_precision,Controlnet,DreamBooth,5,0.03208892245807815,0.7686179737198175,0.1607978954009041,0.1875,1.0
efficientnet_b0,macro_precision,Controlnet,LesionGen,5,0.062061386041275715,1.1873315832122473,0.05668789990500826,0.0625,1.0
efficientnet_b0,macro_precision,Controlnet,Siamese,5,0.020174145033984025,0.5782784269723936,0.26561377107271666,0.625,1.0
